id,song_id,song_title,song_artist,spotify_link,title,artist,lyrics,genre
597,97,Wrapped Around Your Finger,The Police,[{'song_link': 'https://open.spotify.com/track/400ZJAUFuEuIGXhr7ie4xf'}],Wrapped Around Your Finger,The Police,"[Verse 1]
You consider me the young apprentice
Caught between the Scylla and Charybdis
Hypnotized by you if I should linger
Staring at the ring around your finger
I have only come here seeking knowledge
Things they would not teach me of in college
I can see the destiny you sold
Turn into a shining band of gold

[Chorus]
I'll be wrapped around your finger
I'll be wrapped around your finger

[Verse 2]
Mephistopheles is not your name
I know what you're up to just the same
I will listen hard to your tuition
You will see it come to its fruition

[Chorus]
I'll be wrapped around your finger
I'll be wrapped around your finger

[Verse 3]
Devil and the deep blue sea behind me
Vanish in the air, you'll never find me
I will turn your face to alabaster
When you find your servant is your master


[Outro]
Oh, you'll be wrapped around my finger
You'll be wrapped around my finger
You'll be wrapped around my finger
Ohh","album rock, classic rock, permanent wave, rock"
598,98,Ruby,Kaiser Chiefs,[{'song_link': 'https://open.spotify.com/track/2sgBTNHz9ckmqj3rx3ez4M'}],Ruby,Kaiser Chiefs,"44 ContributorsTranslationsPortuguêsRuby Lyrics“Ruby” is the lead single from Kaiser Chiefs' second studio album, Yours Truly, Angry Mob.[Verse 1]
Let it never be said
The romance is dead
'Cause there's so little else
Occupying my head
There is nothing I need
Except the function to breathe
But I'm not really fussed
Doesn't matter to me

[Chorus]
Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?
Ruby, Ruby, Ruby, Ruby

[Verse 2]
Due to lack of interest
Tomorrow is cancelled
Let the clocks be reset
And the pendulums held
'Cause there's nothing at all
Except the space in-between
Finding out what you're called
And repeating your name


[Chorus]
Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?
Ruby, Ruby, Ruby, Ruby

[Bridge]
Could it be, could it be
That you're joking with me?
And you don't really see you and me?
Could it be, could it be
That you're joking with me?
And you don't really see you with me?

[Chorus]
Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?
Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?",modern rock
599,99,I Predict a Riot,Kaiser Chiefs,[{'song_link': 'https://open.spotify.com/track/3fMoeGj4mDusrmYOOF60aC'}],I Predict a Riot,Kaiser Chiefs,"29 ContributorsI Predict a Riot Lyrics“I Predict a Riot” describes a rowdy night in Leeds, with plenty of Yorkshire sensibilities.
It peaked at #9 in the UK.[Verse 1]
Watching the people get lairy
It's not very pretty I tell thee
Walking through town is quite scary
It's not very sensible either
A friend of a friend he got beaten
He looked the wrong way at a policeman
Would never have happened to Smeaton
An Old Leodensian

[Pre-Chorus]
La...la la la la la
Ah...la la la la la

[Chorus]
I predict a riot
I predict a riot
I predict a riot
I predict a riot

[Verse 2]
I tried to get to my taxi
The man in a tracksuit attacks me
He said that he saw it before me
And wants to get things a bit gory
Girls scrabble round with no clothes on
To borrow a pound for a condom
If it wasn't for chip fat they'd be frozen
They're not very sensible


[Pre-Chorus]
La...la la la la la
Ah...la la la la la

[Chorus]
I predict a riot
I predict a riot
I predict a riot
I predict a riot

[Bridge]
And if there's anybody left in here
That doesn't want to be out there
Ah...

[Verse 1 - Shortened]
Watching the people get lairy
It's not very pretty I tell thee
Walking through town is quite scary
It's not very sensible

[Pre-Chorus]
La...la la la la la
Ah...la la la la la

[Chorus]
I predict a riot
I predict a riot
I predict a riot
I predict a riot


[Bridge]
And if there's anybody left in here
That doesn't want to be out there

[Chorus]
I predict a riot
I predict a riot
I predict a riot
I predict a riot",modern rock
600,100,Everyday I Love You Less and Less,Kaiser Chiefs,[{'song_link': 'https://open.spotify.com/track/0obv9ng3ulbtAFFBiYrxJe'}],Everyday I Love You Less and Less,Kaiser Chiefs,"18 ContributorsEveryday I Love You Less and Less Lyrics[Verse 1]
Everyday I love you less and less
It's clear to see that you've become obsessed
I got to get this message to the press
That everyday I love you less and less
And everyday I love you less and less
I've got to get this feeling off my chest
The doctor says all I need is pills and rest
Since everyday I love you less and less

[Pre-Chorus]
Unless, unless, I know, I feel it in my bones
I'm sick, I'm tired of staying in control
Oh yes, I feel, a rat upon a wheel
I got to know what's not and what is real
Oh yes, I'm stressed, I'm sorry I digress
Impressed, you dressed to S.O.S

[Chorus]
Ooh, and my parents love me (na-na-na-na-na-na-na-na)
Ooh, and my girlfriend loves me, ooh (na-na-na-na-na-na-na-na)

[Verse 2]
Everyday I love you less and less
I can't believe once you and me did sex
It makes me sick to think of you undressed
Since everyday I love you less and less
And everyday I love you less and less
You're turning into something I detest
And everybody says that you're a mess
Since everyday I love you less and less


[Pre-Chorus]
Unless, unless, I know, I feel it in my bones
I'm sick, I'm tired of staying in control
Oh yes, I feel, a rat upon a wheel
I got to know what's not and what is real
Oh yes, I'm stressed, I'm sorry I digress
Impressed, you dressed to S.O.S

[Chorus]
Ooh, and my parents love me (na-na-na-na-na-na-na-na)
Ooh, and my girlfriend loves me (na-na-na-na-na-na-na-na)
Ooh, they keep photos of me (na-na-na-na-na-na-na-na)
Ooh, that's enough love for me, ooh (na-na-na-na-na-na-na-na)

[Keyboard solo]

[Chorus]
Ooh, and my parents love me (na-na-na-na-na-na-na-na)
Ooh, and my girlfriend loves me (na-na-na-na-na-na-na-na)
Ooh, they keep photos of me (na-na-na-na-na-na-na-na)
Ooh, that's enough love for me, oooh (na-na-na-na-na-na-na-na)",modern rock
601,1,Oh My God,Kaiser Chiefs,[{'song_link': 'https://open.spotify.com/intl-es/track/057IenQSxQmNEfESF1jsDn'}],Oh My God,Kaiser Chiefs,"[Verse 1]
Time on your side that will never end
The most beautiful thing you can ever spend
But you work in a shirt with your name tag on it
Drifting apart like a plate tectonic

[Bridge]
It don't matter to me
Cause all I wanted to be
Was a million miles from here
Somewhere more familiar

[Verse 2]
Too much time spent dragging the past up
I didn't see you not looking when I messed up
Settling down in your early twenties
Sucked more blood than a backstreet dentist

[Bridge]
It don't matter to me
Cause all I wanted to be
Was a million miles from here
Somewhere more familiar

[Chorus]
Oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home


[Verse 3]
Great rulers make for greater glory
The only thing growing is our history
Knock me down I'll get right back up again
I'll come back stronger than a powered up Pac-Man

[Bridge]
It don't matter to me
Cause all I wanted to be
Was a million miles from here
Somewhere more familiar

[Chorus]
Oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home

Oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home
And oh my god I can't believe it
I've never been this far away from home",modern rock
602,2,Never Miss A Beat,Kaiser Chiefs,[{'song_link': 'https://open.spotify.com/track/2gXvGGMYAx1HZwt79X7XMJ'}],Never Miss A Beat,Kaiser Chiefs,"21 ContributorsTranslationsPortuguêsNever Miss A Beat Lyrics[Verse 1]
What did you learn today?
I learnt nothing
What did you do today?
I did nothing
What did you learn at school?
I didn't go
Why didn't you go to school?
I don't know

[Pre-Chorus]
It's cool to know nothing
It's cool to know nothing

[Verse 2]
Televisions on the blink
There's nothing on it
I really want a really big coat
With words on it
What do you want for tea?
I want crisps
Why don't you join the team?
I just did

[Pre-Chorus]
It's cool to know nothing
It's cool to know nothing


[Chorus]
Take a look, take a look
Take a look at the kids on the street
No, they never miss a beat
No, they never miss a beat
Never miss a beat
Never miss a beat, beat, beat, beat
Take a look at the kids on the street
No, they never miss a beat
No, they never miss a beat
Never miss a beat
Never miss a
Never miss a beat
Never miss a beat

[Verse 3]
Here comes the referee
With lights flashing
Best bit of the day
Now that's living
Why don't you run away?
Are you kidding?
What is the golden rule?
You say nothing

[Pre-Chorus]
It's cool to know nothing
It's cool to know nothing


[Chorus]
Take a look, take a look
Take a look at the kids on the street
No, they never miss a beat
No, they never miss a beat
Never miss a beat
Never miss a beat, beat, beat, beat
Take a look at the kids on the street
No, they never miss a beat
No, they never miss a beat
Never miss a beat
Never miss a
Never miss a beat
Never miss a beat

[Chorus]
Take a look, take a look
Take a look at the kids on the street
No they never miss a beat
No they never miss a beat
Never miss a beat
Never miss a beat, beat, beat, beat
Take a look at the kids on the street
No they never miss a beat
No they never miss a beat
Never miss a beat
Never miss a
Never miss a beat
Never miss a beat",modern rock
603,3,I’m Yours,Jason Mraz,[{'song_link': 'https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA'}],I’m Yours,Jason Mraz,"101 ContributorsTranslationsPortuguêsΕλληνικάDeutschI’m Yours Lyrics[Verse 1]
Well, you done done me in, you bet I felt it
I tried to be chill, but you're so hot that I melted
I fell right through the cracks
Now, I'm trying to get back
Before the cool done run out, I'll be giving it my bestest
And nothing's gonna stop me but divine intervention
I reckon it's again my turn
To win some or learn some

[Chorus]
But I won't hesitate no more, no more
It cannot wait, I'm yours

[Post-Chorus]
Mm, mm

[Verse 2]
Well, open up your mind and see like me
Open up your plans and, damn, you're free
Look into your heart and you'll find
Love, love, love, love
Listen to the music of the moment, people dance and sing
We're just one big family
And it's our godforsaken right to be
Loved, loved, loved, loved, loved


[Chorus]
So I won't hesitate no more, no more
It cannot wait, I'm sure
There's no need to complicate, our time is short
This is our fate, I'm yours

[Bridge]
Do you want to come on
Scootch on over closer, dear
And I will nibble your ear
Woah, oh-oh
Woah, oh, oh, oh
Oh-oh-oh-oh-oh, ah-ha
Mhm

[Verse 3]
I've been spending way too long checking my tongue in the mirror
And bending over backwards just to try to see it clearer
But my breath fogged up the glass
And so I drew a new face and I laughed
I guess what I be saying is there ain't no better reason
To rid yourself of vanities and just go with the seasons
It's what we aim to do
Our name is our virtue

[Chorus]
But I won't hesitate no more, no more
It cannot wait, I'm yours


[Outro]
Well, open up your mind and see like me (I won't hesitate)
Open up your plans and, damn, you're free (No more, no more)
Look into your heart and you'll find that (It cannot wait)
The sky is yours (I'm sure)
So please don't, please don't, please don't (No need to complicate)
There's no need to complicate (Our time is short)
'Cause our time is short (This is our fate)
This, oh, this, oh, this is our fate
I'm yours, ah
Oh, I'm yours
Oh, oh, I'm yours
Oh, woah
Baby, do believe I'm yours
You best believe, you best believe I'm yours
Mhm, mhm","acoustic pop, dance pop, neo mellow, pop"
604,4,I Won’t Give Up,Jason Mraz,[{'song_link': 'https://open.spotify.com/track/53QF56cjZA9RTuuMZDrSA6'}],I Won’t Give Up,Jason Mraz,"[Verse 1]
When I look into your eyes
It's like watching the night sky
Or a beautiful sunrise
Well, there's so much they hold
And just like them old stars
I see that you've come so far
To be right where you are
How old is your soul?

[Chorus]
Well, I won't give up on us
Even if the skies get rough
I'm giving you all my love
I'm still looking up

[Verse 2]
And when you're needing your space
To do some navigating
I'll be here patiently waiting
To see what you find

[Chorus]
'Cause even the stars, they burn
Some even fall to the earth
We've got a lot to learn
God knows we're worth it
No, I won't give up


[Bridge]
I don't wanna be someone who walks away so easily
I'm here to stay and make the difference that I can make
Our differences, they do a lot to teach us how to use the tools and gifts
We got, yeah, we got a lot at stake
And in the end, you're still my friend, at least we did intend
For us to work, we didn't break, we didn't burn
We had to learn, how to bend without the world caving in
I had to learn what I got, and what I'm not
And who I am

[Chorus]
I won't give up on us
Even if the skies get rough
I'm giving you all my love
I'm still looking up
I'm still looking up
Well, I won't give up on us (No, I won't give it up)
God knows I'm tough enough (I am tough, I am loved)
We got a lot to learn (We're alive, we are love)
God knows we're worth it (And we're worth it)

[Outro]
I won't give up on us
Even if the skies get rough
I'm giving you all my love
I'm still looking up","acoustic pop, dance pop, neo mellow, pop"
605,5,Have It All,Jason Mraz,[{'song_link': 'https://open.spotify.com/album/1b6F8chQLR8ho495vaAzd4'}],Have It All,Jason Mraz,"[Verse 1]
May you have auspiciousness and causes of success
May you have the confidence to always do your best
May you take no effort in your being generous
Sharing what you can, nothing more nothing less
May you know the meaning of the word happiness
May you always lead from the beating in your chest
May you be treated like an esteemed guest
May you get to rest, may you catch your breath

[Pre-Chorus]
And may the best of your todays be the worst of your tomorrows
And may the road less paved be the road that you follow

[Chorus]
Well here's to the hearts that you're gonna break
Here's to the lives that you're gonna change
Here's to the infinite possible ways to love you
I want you to have it
Here's to the good times we're gonna have
You don’t need money, you got a free pass
Here's to the fact that I'll be sad without you
I want you to have it all

[Post-Chorus]
Oh! I want you to have it all
I want you to have it
I want you to have it all


[Verse 2]
May you be as fascinating as a slap bracelet
May you keep the chaos and the clutter off your desk
May you have unquestionable health and less stress
Having no possessions though immeasurable wealth
May you get a gold star on your next test
May your educated guesses always be correct
And may you win prizes shining like diamonds
May you really own it each moment to the next

And may the best of your todays be the worst of your tomorrows
And may the road less paved be the road that you follow

[Chorus]
Well here's to the hearts that you're gonna break
Here's to the lives that you're gonna change
Here's to the infinite possible ways to love you
I want you to have it
Here's to the good times we're gonna have
You don’t need money, you got a free pass
Here's to the fact that I'll be sad without you
I want you to have it all

Oh! I want you to have it all
I want you to have it
I want you to have it all


[Bridge]
Oh, I want you to have it all
All you can imagine
All, no matter what your path is
If you believe it then anything can happen
Go, go, go raise your glasses
Go, go, go you can have it all
I toast you

[Chorus]
Here's to the hearts that you're gonna break
Here's to the lives that you're gonna change
Here's to the infinite possible ways to love you
I want you to have it
Here's to the good times we're gonna have
You don’t need money, you got a free pass
Here's to the fact that I'll be sad without you
I want you to have it all

Oh! I want you to have it all
I want you to have it
I want you to have it all

[Outro]
Here's to the good times we're gonna have
Here's to you always making me laugh
Here's to the fact that I'll be sad without you
I want you to have it all","acoustic pop, dance pop, neo mellow, pop"
606,6,Lucky,Jason Mraz,[{'song_link': 'https://open.spotify.com/track/0IktbUcnAGrvD03AWnz3Q8'}],Lucky,Jason Mraz,"[Verse 1: Jason Mraz, Colbie Caillat]
Do you hear me? I'm talking to you
Across the water, across the deep blue ocean
Under the open sky, oh my
Baby, I'm trying
Boy, I hear you in my dreams
I feel your whisper across the sea
I keep you with me in my heart
You make it easier when life gets hard

[Chorus: Jason Mraz & Colbie Caillat]
Lucky I'm in love with my best friend
Lucky to have been where I have been
Lucky to be coming home again
Ooh, ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh
Ooh, ooh-ooh

[Bridge: Colbie Caillat, Jason Mraz, both]
They don't know how long it takes
(They don't know how long it takes)
Waiting for a love like this
Every time we say goodbye
(Every time we say goodbye)
I wish we had one more kiss
I'll wait for you, I promise you, I will, I'm


[Chorus: Jason Mraz & Colbie Caillat]
Lucky I'm in love with my best friend
Lucky to have been where I have been
Lucky to be coming home again
Lucky we're in love in every way
Lucky to have stayed where we have stayed
Lucky to be coming home someday

[Verse 2: Jason Mraz, Colbie Caillat]
And so, I'm sailing through the sea
To an island where we'll meet
You'll hear the music fill the air
I'll put a flower in your hair
Though the breezes, through the trees
You move so pretty, you're all I see
As the world keeps spinning 'round
You hold me right here, right now

[Chorus: Jason Mraz & Colbie Caillat]
Lucky I'm in love with my best friend
Lucky to have been where I have been
Lucky to be coming home again
Lucky we're in love in every way
Lucky to have stayed where we have stayed
Lucky to be coming home someday


[Outro: Jason Mraz & Colbie Caillat]
Ooh, ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh, ooh, ooh-ooh
Ooh, ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh, ooh, ooh
Ooh, ooh, ooh","acoustic pop, dance pop, neo mellow, pop"
607,7,You and I Both,Jason Mraz,[{'song_link': 'https://open.spotify.com/track/2mKjs6s0Z1imKKb6gOk628'}],You and I Both,Jason Mraz,"[Verse 1]
Was it you who spoke the words that
Things would happen but not to me?
Oh, things are gonna happen naturally
Oh, taking your advice and I'm looking on the bright side
And balancing the whole thing
Oh, but often times those words get tangled up in lines
And the bright light turns to night
Oh, until the dawn it brings
Another day to sing about the magic that was you and me

[Chorus]
'Cause you and I both loved
What you and I spoke of
And others just read of
Others only read of the love, the love that I love, yeah
(Da da da da)

[Verse 2]
See, I'm all about them words
Over numbers, unencumbered numbered words
Hundreds of pages, pages, pages for words
More words than I had ever heard and I feel so alive

[Chorus]
'Cause you and I both loved
What you and I spoke of
And others just read of
And if you could see me now
Oh, love, love
You and I, you and I
Not so little, you and I, anymore, mmm


[Verse 3]
And with this silence brings a moral story
More importantly evolving is the glory of a boy

[Chorus]
'Cause you and I both loved
What you and I spoke of
And others just read of
And if you could see me now
Well, I'm almost finally out of
I'm finally out of
Finally de de de de de
Well I'm almost finally, finally
Well, I'm free, oh, I'm free

[Bridge]
And it's okay if you have to go away
Oh, just remember the telephone works both ways
But if I never ever hear them ring
If nothing else, I'll think the bells inside
Have finally found you someone else and that's okay
'Cause I'll remember everything you sang

[Chorus]
'Cause you and I both loved
What you and I spoke of
And others just read of
And if you could see me now
Well, then I'm almost finally out of
I'm finally out of, finally de de de de de de
Well, I'm almost finally, finally, out of words","acoustic pop, dance pop, neo mellow, pop"
608,8,Evil,Interpol,[{'song_link': 'https://open.spotify.com/track/4absiGHMelB8eH976ytjBj'}],Evil,Interpol,"[Verse 1]
Rosemary
Heaven restores you in life
You're coming with me
Through the aging, the fearing, the strife
It's the smiling on the package
It's the faces in the sand
It's the thought that moves you upwards
Embracing me with two hands
Right will take you places
Yeah, maybe to the beach
When your friends, they do come crying
Tell them now your pleasure's set upon slow release

[Pre-Chorus]
Hey, wait
Great smile
Sensitive to fate, not
Denial
But hey, who's on trial?

[Chorus]
It took a lifespan with no cellmate
The long way back
Sandy, why can't we look the other way?


[Verse 2]
We speaks about travel
Yeah, we think about the land
We smart like all peoples
Feeling real tan
I could take you places
Do you need a new man?
Wipe the pollen from the faces
Make revision to a dream while you wait in the van

[Pre-Chorus]
Hey, wait
Great smile
Sensitive to fate, not
Denial
But hey, who's on trial?

[Chorus]
It took a lifespan with no cellmate
By the long way back
Sandy, why can't we look the other way?
You're weightless, you are exotic
You need something for which to care
Sandy, why can't we look the other way?

[Verse 3]
Leave some shards under the belly
Lay some grease inside my hand
It's a sentimental jury
And the makings of a good plan
You've come to love me lightly
Yeah, you come to hold me tight
Is this motion everlasting
Or do shudders pass in the night?
Rosemary
Oh, heaven restores you in life


[Chorus]
I spent a lifespan with no cellmate
The long way back
Sandy, why can't we look the other way?
You're weightless, semi-erotic
You need someone to take you there
Sandy, why can't we look the other way?
Why can't we just play the other game?
Why can't we just look the other way?","alternative dance, alternative rock, indie rock, indietronica, modern rock, rock"
609,9,Obstacle 1,Interpol,[{'song_link': 'https://open.spotify.com/track/1ZBqJilDGBVYktvlCEo9jC'}],Obstacle 1,Interpol,"[Verse 1]
I wish I could eat the salt off of your lost faded lips
We can cap the old times, make playing only logical harm
We can cap the old lines, make playing that nothing else will change

[Pre-Chorus]
But she can read, she can read, she can read, she can read
She's bad
She can read, she can read, she can read, she's bad
Oh, she's bad

[Chorus]
But it's different now that I'm poor and aging
I'll never see this face again
You go stabbing yourself in the neck

[Verse 2]
And we can find new ways of living
Make playing only logical harm
And we can top the old times
Claim-making that nothing else will change

[Pre-Chorus]
But she can read, she can read, she can read, she can read
She's bad
She can read, she can read, she can read, she's bad
Oh, she's bad


[Chorus]
It's different now that I'm poor and aging
I'll never see this place again
You go stabbing yourself in the neck
But it's different now that I'm poor and aging
I'll never see this place again
And you go stabbing yourself in the neck

[Bridge]
It's in the way that she posed
It's in the things that she puts in my head
Her stories are boring and stuff
She's always calling my bluff
She puts the, she puts the weights into my little heart
And she gets in my room and she takes it apart
She puts the weights into my little heart
I said she puts the weights into my little heart
She packs it away
She packs it away
She packs it away
She packs it away
She packs it away
She packs it away
She packs it away
She packs it away


[Outro]
It's in the way that she walks
Her heaven is never enough
She puts the weights in my heart
She puts, oh, she puts the weights into my little heart","alternative dance, alternative rock, indie rock, indietronica, modern rock, rock"
610,10,PDA,Interpol,[{'song_link': 'https://open.spotify.com/track/286mFeYjBJ9fkioaIzaxoN'}],PDA,Interpol,"[Verse 1: Paul Banks]
Yours is the only version of my desertion
That I could ever subscribe to
That is all that I can do
You are a past dinner, the last winner
I'm raping all around me
Until the last drop is behind you, oh

[Pre-Chorus: Paul Banks]
And you're so cute when you're frustrated, dear
Yeah, you're so cute when you're sedated, dear
Oh, yes, dear

[Chorus: Paul Banks, Daniel Kessler]
Sleep tight, grim rite
We have two hundred couches where you can
Sleep tight, grim rite
We have two hundred couches where you can
Sleep tight, grim rite
We have two hundred couches where you can
Sleep tonight (Simpleton)
Sleep tonight (Yeah, simpleton)
Sleep tonight (You cannot follow)
Sleep tonight (Through the words alone)

[Verse 2: Paul Banks]
You are the only person who's completely certain
There's nothing here to be into
That is all that you can do
You are a past sinner, the last winner
And everything we've come to
It makes you you, you


[Pre-Chorus: Paul Banks]
But you cannot safely say that while I will be away
That you will not consider, sadly
How you helped me to stray
And you will not reach me, I am
Resenting a position that's past resentment
And now I can't consider
And now there is this distance, so

[Chorus: Paul Banks, Daniel Kessler]
Sleep tight, grim rite
We have two hundred couches where you can
Sleep tight, grim rite
We have two hundred couches where you can
Sleep tight, grim rite
We have two hundred couches where you can
Sleep tonight (Simpleton)
Sleep tonight (Yeah, simpleton)
Sleep tonight (You cannot follow)
Sleep tonight (Through the words alone)

[Outro: Daniel Kessler]
Something to say
Something to do
Nothing to say
When there's nothing to do, oh
Oh","alternative dance, alternative rock, indie rock, indietronica, modern rock, rock"
611,11,Stella was a diver and she was always down,Interpol,[{'song_link': 'https://open.spotify.com/track/4qkGGNwPorHL4VDHjNvLhe'}],Stella was a diver and she was always down,Interpol,"[Intro]
This one's called ""Stella Was a Diver and She's Always Down""

[Verse 1]
When she walks down the street
She knows there's people watching
The building fronts are just fronts
To hide the people watching her

[Verse 2]
But she once fell through the street
Down a manhole in that bad way
The underground drip
Was just like her scuba days

[Pre-Chorus 1]
Days
Daze
Days
Daze

[Chorus]
She was all right 'cause the sea was so airtight, she broke away
She was all right 'cause the sea was so airtight, she broke away
She was all right but she can't come out tonight, she broke away
She was all right 'cause the sea was so tight, airtight
She broke away, broke away
She broke away, broke away
She broke away, broke away
She broke away


[Break 1]
She lies in no place
She lies in nowhere
She lies in no place
She hides in nowhere
She hides in nowhere

[Verse 3]
At the bottom of the ocean she dwells
At the bottom of the ocean she dwells
From crevices caressed by fingers
And fat blue serpent swells

[Pre-Chorus 2]
Stella, Stella, oh Stella
Stella I love you, Stella I love you, Stella I love you

[Chorus]
She was all right 'cause the sea was so airtight, she broke away
She was all right 'cause the sea was so airtight, she broke away
She was all right but she can't come out tonight, she broke away
She was all right, yeah, the sea was so tight, airtight
She broke away, broke away
She broke away, broke away
She broke away, broke away
She broke away


[Break 2]
Well, she was my catatonic sex toy, love-joy diver
Well, she was my catatonic sex toy, love-joy diver
She went down, down, down there into the sea
Yeah, she went down, down, down there
Down there for me, right on
Oh yeah, right on
So good, oh yeah, right on
So good, oh yeah

[Outro]
There's something that's invisible
There's some things you can't hide
Trying to detect you when I'm sleeping
In a wave you say goodbye
There's something that's invisible
There's some things you can't hide
Trying to detect you when I'm sleeping
In a wave you say goodbye","alternative dance, alternative rock, indie rock, indietronica, modern rock, rock"
612,12,NYC,Interpol,[{'song_link': 'https://open.spotify.com/track/4PAR0Zp6Mbu3p6NKYClgBr'}],NYC,Interpol,"[Verse 1]
I had seven faces
Thought I knew which one to wear
But I'm sick of spending these lonely nights
Training myself not to care
The subway is a porno
Pavements, they are a mess
I know you've supported me for a long time
Somehow, I'm not impressed

[Chorus]
But New York cares (Got to be some more change in my life)
New York cares (Got to be some more change in my life)
New York cares (Got to be some more change in my life)
New York cares (Got to be some more change in my life)

[Verse 2]
Subway, she is a porno
And the pavements, they are a mess
I know you've supported me for a long time
Somehow, I'm not impressed

[Instrumental Interlude]

[Bridge]
It's up to me now, turn on the bright lights
Oh, it's up to me now, turn on the bright lights


[Chorus]
New York cares (Got to be some more change in my life)
New York cares (Got to be some more change in my life)
New York cares (Got to be some more change in my life)
New York cares (Got to be some more change in my life)

[Outro]
It's up to me now, turn on the bright lights (got to be some more change in my life)
(Got to be some more change in my life)
Oh, it's up to me now, turn on the bright lights (got to be some more change in my life)
(Got to be some more change in my life)","alternative dance, alternative rock, indie rock, indietronica, modern rock, rock"
613,13,Intergalactic,Beastie Boys,[{'song_link': 'https://open.spotify.com/track/3vI4IjwMpyYv8V736s1DJJ'}],Intergalactic,Beastie Boys,"[Chorus]
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension

[Verse 1: Mike D]
Well, now, don't you tell me to smile
You stick around, I'll make it worth your while (While)
Got numbers beyond what you can dial (Dial)
Maybe it's because I'm so versatile
Style, profile

[Verse 2: Ad-Rock]
I said it always brings me back when I hear ""Ooh child""
From the Hudson River out to the Nile (Nile)
I run the marathons 'til the very last mile


[Verse 3: MCA]
Well, if you battle me, I will revile
People always saying my style is wild
You've got gall, you've got guile (Guile)
To step to me, I'm a rapophile

[Verse 4: Mike D]
If you wanna battle, you're in denial
Coming from Uranus to check my style
Go ahead; put my rhymes on trial (Trial)
Cast you off into exile

[Chorus]
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic

[Verse 5: Ad-Rock]
Jazz and AWOL, that's our team (Team)
Step inside the party, disrupt the whole scene (Scene)
When it comes to beats, well, I'm a fiend (Fiend)
I like my sugar with coffee and cream (Cream)

[Verse 6: MCA]
Well, I gotta keep it going, keep it going full steam (Full steam)
Too sweet to be sour; too nice to be mean (Mean)
Well, on the tough guy style, I'm not too keen
Trying to change the world, I will plot and scheme


[Verse 7: Mike D]
Mario C likes to keep it clean (Clean)
Gonna shine like a sunbeam (Beam)
Keep on rapping 'cause that's my dream (Dream)
Got an A from Moe Dee for sticking to themes

[Verse 8: Ad-Rock]
Now when it comes to envy, y'all is green
Jealous of the rhyme and the rhyme routine ('tine)
Another dimension, new galaxy
Intergalactic planetary

[Chorus]
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic

[Verse 9: MCA]
We're from the family tree of old school hip-hop
Kick off your shoes and relax your socks (Socks)
The rhymes will spread just like a pox
'Cause the music is live, like an electric shock (Shock)


[Verse 10: Mike D]
I am known to do the wop (Wop)
Also known for the Flintstone Flop (Flop)
Tammy D getting biz on the crop (Crop)
Beat-sie Boys known to let the beat
""Mhh, d-r-r-rop""
Do it

[Verse 11: Ad-Rock]
Now, when I wrote graffiti, my name was Slop (Slop)
If my rap's soup, my beats is stock (Stock)
Step from the table when I start to chop (Chop)
I'm the lumberjack (Ooh), DJ Adrock

[Verse 12: MCA]
If you try to knock me, you'll get mocked (Mocked)
I'll stir fry you in my wok (Wok)
Your knees'll start shaking and your fingers pop (Pop)
Like a pinch on the neck of Mr. Spock (Spock)

[Chorus]
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Intergalactic planetary
Planetary intergalactic
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension
Another dimension, another dimension

[Outro]
Do it","alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock"
